,text_id,text,label
1230,hasoc_en_1231,"@FirstpostSports @VedamJaishankar EXACTLY. #ShameOnICC @ICC rain and such interruptions which are pretty normal in England at this time of the year, and that is the most vexing part of the whole botched-up scheduling.",NOT
2904,hasoc_en_2905,"@adhirrcinc If you & ur other congressi brothers & sisters dont know how 2 spk in Hindi then spk in the language u know,there r translators there.\nFact is all of u r insulting PM @narendramodi ji on instructions of Gandhis to please them. Shameful! \n#GandiNaaliAbuse @republic",HOF
2198,hasoc_en_2199,This woman is completely out of her mind. She has lost it all. Such a shame. #DoctorsStrike   #SaveTheDoctors   #DoctorsFightBack https://t.co/IsagyI6fZ8,NOT
4694,hasoc_en_4695,Pic 1:- Indian grounds    pic 2:- Others grounds    #ShameOnICC #INDvNZ #CWC19   @cricketaakash @sachin_rt @virendersehwag @AjitKum20724349 https://t.co/qZ0DEMlONz,HOF
5041,hasoc_en_5042,"@akhandhindu1925 @AmitShah @narendramodi @BJP4India @BJP4UP This man completely nailed Mamata, her politics and her hypocrisy. #DoctorsFightBack https://t.co/yvSI1nr5Zp",HOF
4285,hasoc_en_4286,"This is #douchebag Stan Kroenke. He says he moved the Rams b/c St. Louis is only a baseball town. However, there were more @StLouisBlues fans tonight at the Enterprise Center and Busch Stadium watching the Blues on jumbotrons than who watched Stan's shitty Rams teams in person. https://t.co/nUnoi31x1u",HOF
2451,hasoc_en_2452,"Except for a reversal on position of DACA, except Trump's properties are among the employers taking advantage of illegal immigrants, except Trump lowered the number of refugees the US will accept.  But, yeah, pretty much the same.",NOT
2139,hasoc_en_2140,The danger of #PoliticalCorrectness lies in its ability to silence the #Truth    It is a sophisticated form of #Hypocrisy which resulted in #Trump    #TrumpIsATraitor #TrumpResign #Resisters #ResistersForum #FBResistance #FBRParty #TheResistanceRises #BlueWave #BlueWave2020 #VoteBlue https://t.co/tqCYQER0L1,NOT
5652,hasoc_en_5653,.@RealDonaldtRUMP is an admitted criminal who sees nothing wrong with foreign interference in our elections. That's O.K. if you are a Republican and winning at all costs is what's important To Hell with Democracy. @GOP #maga #WednesdayWisdom #FuckTrump #Kentucky https://t.co/eDmno0YmKn,HOF
506,hasoc_en_507,"Black drivers in Missouri are 91% more likely to be stopped than white drivers, report finds #Resist #ResistTrump #FuckTrump https://t.co/Rl6SNlM22Z",NOT
1402,hasoc_en_1403,All they are concerned about who wore which badge. No wonder the popularity of the game is decreasing.   #ShameOnICC,NOT
4408,hasoc_en_4409,Who the fuck parks a transit on a corner like that...?!  #Dickhead https://t.co/RPpxRnTtan,HOF
3756,hasoc_en_3757,Saw this and instantly thought of @mrjasonaalon and @fever333 🙌🏽 #fucktrump https://t.co/4rCvqrZiPx,NOT
2948,hasoc_en_2949,@10DowningStreet The next #PM belongs in a #MentalHealth institution so this transformation is needed in Britain. 👍 #BorisJohnsonShouldNotBePM,NOT
2070,hasoc_en_2071,Dhoni should boycott this CWC.  We have @imVkohli as a Best captain.  He will make India win.  #DhoniKeepsTheGlove  @BCCI shame on you that you are still just silent.  Show some goodness for your country and #army .  #DhoniKeepTheGlove,NOT
2774,hasoc_en_2775,#ShameOnICC World design Changed.. https://t.co/HUUC7zL6rK,HOF
473,hasoc_en_474,#ShameOnICC Fans have been left frustrated as rain delays and washouts are slowly starting to dominate the narrative around the World Cup.ICC should feel ashamed as Eden Gardens has facility of full covering during a rain threat in Kolkata Why not London? 4 matches already lost.,NOT
5390,hasoc_en_5391,#TeamIndia geared up is okay. What's on the GLOVE?    Are armed forces not allowed to play #cricket with their desired logos?    #DhoniKeepsTheGlove or  #ICC allows only Islamic symbols - does #Pakistan say Islam green and star is commercial logo? Will @bcci take that up? https://t.co/XdeS0RJsSp,HOF
5273,hasoc_en_5274,It is only the assesment of you!... a traitor to Democracy and a stooge of Saudi Arabia and Israel and #trumpisatraitor. The OWNERS of the ship say YOU are lying! https://t.co/0A3DMI8xuj,NOT
1026,hasoc_en_1027,"@moneycontrolcom People Think Rohit Steal the Show.  But they Don't know, What happen After That 😝😝😝 #DhoniKeepsTheGlove     #CWC2019 #CWC19 #WorldCup2019",NOT
3428,hasoc_en_3429,"@realDonaldTrump DUDE, just because you keep repeating it, does NOT make it true.      #ihate45   #worstPresidentever   #weaselheadedfucknugget   #shutyourshithole   #fucktrump   #yousuck   #liarinchief   #noclass   #moron   #ridusofthisdisease  #UnfollowTrump  ┌∏┐ (•˽•)┌∏┐",HOF
5403,hasoc_en_5404,@ACTBrigitte Ahhh did trump's feelings get hurt?  Too bad it's #JohnMcCainDay #JohnMcCainDayJune14 and trump is #DerangedDonald #TrumpIsATraitor #TrumpsAnInternationalDisgrace #SarahSandersLied #ditchmitch #TrumpMustResign #LawlessPresident #JohnMcCainDay #FridayThoughts,HOF
3656,hasoc_en_3657,@davidaxelrod DOJ does not work to hide FROM the American people they do not work for trump.they are not a trump cover up committee! thats the role GOP holds recently..  #FuckTrump,NOT
1980,hasoc_en_1981,Shocking crime on Xmas day...    https://t.co/Xkixt47J25    #crime #UK #murderer,NOT
5363,hasoc_en_5364,@washingtonpost what a cruel piece of human waste #fuckTRUMP and all who follow him #ImpeachmentHearingsNow,NOT
4504,hasoc_en_4505,@SpeakerPelosi @RepAdamSchiff OMG! ANNOUNCE THE OPENING OF AN #ImpeachmentInquiry NOW! TRUMP PRESENTS A CLEAR AND PRESENT DANGER TO U.S. DEMOCRACY!!!#TrumpElectionTampering #TrumpObstructedJustice #TrumpIsATraitor #TrumpsWorseThanNixon https://t.co/VXBfJWX6WY,HOF
2151,hasoc_en_2152,This week marks 25 years since the killings of #NicoleBrownSimpson &amp; #RonGoldman for which @TheRealOJ32 now has a @twitter acct. #murderer was charged with murder &amp; found not guilty at his criminal trial. BLOCK HIM &amp; follow @KimEGoldman  https://t.co/UmcYGYylSW via @frednewspost,NOT
4676,hasoc_en_4677,"Documented having spewed nearly 11,000 lies in 26 months. Honesty.🤣🤣🤣 #FuckTrump https://t.co/JY82Q7ZsRW",HOF
2898,hasoc_en_2899,1. What role did you play in Vote leave breaking the law?\n2. Why did you carry on lying about the bus?\n3. Why do you think you are fit for any office?\n4. Why don't you seek help to quit lying?\n5. What did you chat to Steve Bannon about?\n6. Why did you say fuck business? pic.twitter.com/DVM4dLzk8m,HOF
3070,hasoc_en_3071,@chilkoti2 @maryashakil @hd_kumaraswamy @OfficeOfKNath Lookin more like a sit down lunch in the home of a nuclear family!    #congressmuktbharat,HOF
346,hasoc_en_347,Great Britain's next Prime Minister folks.  Let's tell the world what we think of him.  #jft96 #Liverpool #BorisJohnsonShouldNotBePM #borisbehindbars #ToryLeadeshipContest https://t.co/zKTHXoqvcc,NOT
3543,hasoc_en_3544,"@realDonaldTrump You get dumber by the minute, it’s flabbergasting #IdiotInChief #UnfitToBePresident #UnfitForEverything #FuckTrump https://t.co/t1Qy18fbYS",HOF
1071,hasoc_en_1072,"@nycsouthpaw @gtconway3d This is a standard process for all dictators to remove the free press from society. No doubt @realDonaldTrump got this from the only book he has read, 'Mein Kampf'.  #TrumpIsATraitor   #TrumpIsTheEnemyOfThePeople   #TrumpIsACriminal",HOF
3772,hasoc_en_3773,@ICC should allow ms dhoni to keep glove. It is attached with indian people emotion.  @BCCI   #indiafirst   #DhoniKeepTheGlove   #DhoniKeepsTheGlove   #Dhoni   #DhoniAtCWC19   #DhoniKeepBalidaanBadgeGlove https://t.co/YavugaryBf,NOT
3117,hasoc_en_3118,"holy wtf, batman?!? #fucktrump https://t.co/kFxP6RKhbd",HOF
5680,hasoc_en_5681,@ericswalwell No. Its called a registry if you do that and is remniscent of Hitler and Nazi tactics to disarm citizens. It won’t ever happen here. #Douchebag,HOF
5264,hasoc_en_5265,@cabodude @PalmerReport Quack Quack Quack Stupidass    #fucktRump,HOF
2570,hasoc_en_2571,"@JeremyClarkson What is the purpose of your life, stealing oxygen, and complaining when some poor person dies. #dickhead",NOT
2219,hasoc_en_2220,"@___faiiith There's a law being considered to be enacted into the US constitution. Any #rapist who has been found guilty should have their genitals mutilated chemically before being released.  If our #Government could consider such, we may have a solution to rape for fear of being mutilated.",NOT
1856,hasoc_en_1857,"@Kthnxbai12 @BrianKolfage @realDonaldTrump #MAGA: 'we are a nation of laws'  same #MAGA nuts, started building a 23 million waste of money wall, that could have been better use to help #Vets and #Homeless , without the proper permits    #Resistance #FuckTrump #Resist #NoWall  #NoHumanBeingIsIllegal    https://t.co/lF2am3njsh",NOT
4248,hasoc_en_4249,#BorisJohnsonShouldNotBePM but there's just no point discussing it. Save your eyes &amp; ears. It's not our choice. This isn't democracy. We have more say over who wins Eurovision. Keep singing &amp; dancing until the Gestapo knock the door.,HOF
4540,hasoc_en_4541,#IndiaWithDhoni #DhoniKeepsTheGlove   Need of the hour trends and it’s a matter of honour n racist mentality of @ICC rule is rule and rule for all,HOF
2542,hasoc_en_2543,"Nothing much has changed at the #PGIMER #Chandigarh since August 2016, when #Doctors went on strike demanding security at workplace. They are still assaulted now and then by patients’ relatives, who go scot free  #DoctorsFightBack  #doctors_against_assualt @htTweets https://t.co/B0755aJcAw",NOT
97,hasoc_en_98,"Ian Bagg Part 4: He once told a feature act who asked to sell his album after the show, “Nope, they came for me, not you”     #Fact #DoucheBag #50YearOldMan #47viewedPodcast",NOT
3952,hasoc_en_3953,Stop violence against Doctors. #DoctorsFightBack. @MamataOfficial @republic https://t.co/OopmY9lXW5,NOT
5437,hasoc_en_5438,We would be imprisoned in a heartbeat for this bullshit. #FuckTrump https://t.co/eNykVUwjBO,HOF
2331,hasoc_en_2332,"Your momma should've swallowed...  Trump, the poster child for retroactive abortions.  #FuckTrump https://t.co/45LIxynYKn",HOF
1735,hasoc_en_1736,Ex-#Student #Fights #College Over Fate of #Alleged #Rapist  https://t.co/imF97KRUDD https://t.co/Zbd7RHUnJB,NOT
2994,hasoc_en_2995,"Trump holds his thumb between his fingers, insist he’s “got our nose” refuses to show us otherwise.😂 seriously, sincerely, #fucktrump https://t.co/CjpgT0z2R2",HOF
713,hasoc_en_714,@officialmcafee Suuuuuure ye have. #Dreamer #Rapist #Scumbag,NOT
2357,hasoc_en_2358,Junior doctors refuse to meet Chief Minister #MamataBanerjee at her office in Nabanno and have instead asked her to meet them at NRS Medical College and Hospital as they feel insecure and apprehensive about meeting her behind closed doors #DoctorsFightBack  https://t.co/vITYxnDNbl,NOT
750,hasoc_en_751,Piers Morgan is a total weapon and THE most unlikable human.     #SoccerAid #SoccerAid2019 #soccer #PiersMorgan #dickhead,NOT
4700,hasoc_en_4701,@n_o_27 @13ththirteen @NathanTribal @AbhiRajPandey @ANI Dekha 😂  It takes them less than a minute to drag 1984 and justify it. Innocent cop my foot. Same police was killing random Sikhs and brought mobs to do the killing spree in 1984.  #FuckDelhiPolice,HOF
4088,hasoc_en_4089,@Morning_Joe @morningmika When you say white working class that voted for trump... You mean them white #racist!!! Yall can make excuses for them racist &amp; #rapist but we know the truth bout them. @HardballChris @hardball #MondayMotivation #mondaythoughts,HOF
2823,hasoc_en_2824,Doctor: Maam.... Ive run every test possible and there is no sign of declining mental capacity.\nMe: then why the fuck cant I leave his ass alone when I know he dont want me?!! pic.twitter.com/gZz1Dh1h3i,HOF
2612,hasoc_en_2613,This is what your country will soon look like if you EVER let #China in-in any way‼️Finance/joint ventures/land ownership/infrastructure or 5G‼️Yes they own HK but we got complacent while Britain had it’s 99 year lease-this is no longer the #HongKong we knew!💔💔💔#BoycottChina🇨🇳 https://t.co/mObuXJvnxF,NOT
4160,hasoc_en_4161,#ICC did this #ICCWorldCup2019 for money without any brains.England is hosting this time but where's the Preparations? It looks like #WorldCup2019 of Swimming not Cricket!   But in #dhoni's case they have time &amp; energy? #Hypocrite I think #ICC thinks he's #Thanos  😡🖕#ShameOnICC https://t.co/6fWMCrKCMY,HOF
3383,hasoc_en_3384,@manakgupta @MamataOfficial 200 Rohingya muslim voters are more valuable to Mamta Bano @MamataOfficial   than 700 qualified hindu doctors. This is what secularism in India has stooped down to. Irony is that Rohingya don't even speak Bangla.  #DoctorsFightBack #DoctorsProtest,NOT
4397,hasoc_en_4398,@Carterjnelson1 @CoryBooker Says the man who is just returning from a twitter ban 😂😂😂 🖕🏾youre all criminals!   Impeach immediately!   #fucktrump,HOF
3775,hasoc_en_3776,This - is - remarkable.     #TrumpIsATraitor #TrumpMustGo #TrumpMustResign Happy #JohnMcCainDay https://t.co/MTeMDl4hIZ,NOT
5082,hasoc_en_5083,He's going to CURE CANCER Now 🙄  These people need to be put on an island.  #CreepyJoe #Douchebag,HOF
2470,hasoc_en_2471,Are you crazy?,NOT
1954,hasoc_en_1955,"There are enough Tory MPs to collapse the government and prevent a no-deal Brexit, Amber Rudd has warned the Conservative leadership candidates. https://t.co/xNj4D3qGay   #BorisJohnsonShouldNotBePM   #StopBrexit",NOT
4714,hasoc_en_4715,Proud of my fraternity! #Savethedoctors #DoctorsFightBack #DoctorsStrike #doctors_against_assualt #humanity https://t.co/7qDS6BkC5R,HOF
236,hasoc_en_237,"@pskumarangattu @AmitShah This man completely nailed Mamata, her politics and her hypocrisy. #DoctorsFightBack https://t.co/yvSI1nr5Zp",NOT
1098,hasoc_en_1099,"@next_china @tculpan And we will rally against it, #boycottChina #IPtheft #humanrightsviolations",NOT
753,hasoc_en_754,"#PAKvINDCall themselves the most developed country in the world.  Call Cricket as the national sport of the country.  Yet can't cover the grounds during rains in the biggest cricket tournament in the world!  What a great choice for #CWC19 venue, London! @ICC      #ShameOnICC",NOT
3461,hasoc_en_3462,"So, the next time someone can't be bothered to turn up to something, can we refer to it as ’doing a Boris’? @BorisJohnson is a joke. @MichaelRosenYes @FleurHitchcock #BorisJohnsonShouldNotBePM",NOT
1000,hasoc_en_1001,#DoctorsFightBack     Parents reaction when a doctor returns home safely in Bengal...😂😂😂 https://t.co/8Ar617t80U,NOT
2795,hasoc_en_2796,"#DoctorsFightBack If at all @MamataOfficial wants to raise Outsiders issue, 'Outsiders' In  West Bengal  are illegal Bangladeshis &amp; Rohingyas who are fraudulently given citizenship credentials &amp; these people needs to be kicked out &amp; not Doctors.",HOF
5104,hasoc_en_5105,@RepMattGaetz @realDonaldTrump Drunk tweeting again? #TrumpIsATraitor #GOPComplicitTraitors #VoteBlueToSaveAmerica,NOT
1255,hasoc_en_1256,@GlobalCalgary The Mayor @nenshi seemed far less concerned when he was pissing away millions on his Olympic legacy bid #dickhead,NOT
5847,hasoc_en_5848,"@davidfrum @trueblueusa1 That's cute and all, but absolutely NOT TRUE!  That's not how it works #douchebag   LYING about it won't help you",HOF
2845,hasoc_en_2846,#GandiNaaliAbuse -  Abuse is the last resort of scoundrels and in this case - electorally defeated scoundrels.,HOF
1470,hasoc_en_1471,2018/2019  Budgeted Operating expenses for PM House was 12 Crore Rs.  Actual operating expenses incurred are 18.5 Crore Rs.    #TellThem  #AltafHussain  #imranhataomulkbachao,NOT
817,hasoc_en_818,#TrumpIsATraitor  as if we didn't already know. https://t.co/tji2yfIFJp,NOT
2987,hasoc_en_2988,@TheRealOJ32 piece of shit.  How the hell are you still alive ?   #prison #murderer,HOF
1877,hasoc_en_1878,#Trump Hugely Sabotages USA &amp; the World by Blocking Findings on Catastrophic Climate Change #IndictTrump #ClimateChangeIsReal #SaveEarth #ClimateAction #FuckTrump #ClimateChange #EcoWarrior #TreeHugger #ClimateJustice #Progressive #Dems #Resistance #FBR https://t.co/ec0HAkn4ML,NOT
2044,hasoc_en_2045,@bigbluestu42 @aman61bc @RoyalFamily @POTUS @FLOTUS @ClarenceHouse Yup! Bubba #Rapist #BillClinton 🙄🤦‍♀️,NOT
4593,hasoc_en_4594,#ShameOnICC    @ECB_cricket can use her to cover the stadium... https://t.co/VfVlLWLnt8,NOT
3951,hasoc_en_3952,Wasn't that the point?   #TrumpIsATraitor https://t.co/B8bDDIhFGu,NOT
4942,hasoc_en_4943,"Seriously, how the F**K did this happen?!?    #TrumpIsATraitor #TrumpIsAFraud #TrumpIsAMoron #TrumpIsADisgrace   #TrumpLiesEveryTimeHeSpeaks #TrumpMustGo #TheResistance https://t.co/kHV8bN7EcZ",HOF
5635,hasoc_en_5636,"@realDonaldTrump @MarshaBlackburn #TrumpMustResign #TrumpisaTRAITOR U CAN LIE ALL YOU WANT, but there is no escaping justice. You are only delaying the inevitable. We the people will prosecute you,  convict you, &amp; jail you and ALL of your co-conspirators. Your time left being a free traitor is short. #Sociopath",HOF
3723,hasoc_en_3724,@MSNBC Too late.....  #TrumpIsATraitor   #ImpeachTrumpNow   #ImpeachmentInquiryNow,NOT
5592,hasoc_en_5593,"@AliVelshi @JoyAnnReid @MSNBC Yes! Does Trump love Playboy centerfolds? Opps I forgot, he said I did not put my hands on the ***y 🙄🤔😂. NOT! #JERKOFF #DOUCHEBAG",HOF
5257,hasoc_en_5258,@HillaryClinton Imagine what the family members of the Bengahzi victims felt!! Their blood is on YOUR hands!!! #MURDERER 🇺🇸🇺🇸🇺🇸🇺🇸,NOT
483,hasoc_en_484,So now OJ is going to take time off finding the 'real killer' just long enough to 'get even'!?!?  Disgusting...  #OJSimpson #SerialKiller #murderer,NOT
3219,hasoc_en_3220,@seattletimes @Pauledroberts He should be tarred and feathered! No more @SteMichelle 🍷for me. 🖕 #boycott #murderer,HOF
3060,hasoc_en_3061,"@TeamCornyn If we’re behind him, it’s because we’re preparing to fuck him up the ass with the full force and power of the United States Constitution. #fucktrump",HOF
4050,hasoc_en_4051,"@sgtilltwtr Oh my god, there are mashed potatoes where your brains should be. You vote for a man who claims to have fallen in love with DICTATOR Kim Jong Un, yet you whine about gay rights. #Deplorables #fucktrump",HOF
5643,hasoc_en_5644,"#DoctorsFightBack | 'We are doctors, we are not CPM, we are not BJP, we are not outsiders, we are doctors!,' say protesting doctors at NRS Hospital in Kolkata refuting West Bengal CM Mamata Banerjee, even as doctors from across India stand with them https://t.co/LGCyJUEBn5 https://t.co/C0dRZfqxto",HOF
2686,hasoc_en_2687,"#ShameOnICC here in the UK there is no publicity, no buzz , no news about the cricket and definitely no TV coverage  highlights at midnight! Uk should never be allowed to host again. Selling a national event to Rupert Murdoch's Sky!!",NOT
2439,hasoc_en_2440,Trump did it again!!  Iran leadership doesnt understand the words nice and compassion... Donald is soooo funny!  ,NOT
3606,hasoc_en_3607,Where are those #doctors_against_assualt and #IMAFraud and their patron @BJP4India https://t.co/tvteWghb0o,NOT
3673,hasoc_en_3674,@realDonaldTrump America NEEDS a new President ASAP... Trump is a DISASTER... Has been getting worse and worse!!!!  #TrumpIsATraitor   #GuiltyAsSin  #WhoreMonger  #LiarInChief   #DerangedDonald   #BillionDollarLoser   #LowIQTrump  #DraftDodger   #PresidentBoneSpurs  #AryanAgentOrange  #NervousDonald,HOF
19,hasoc_en_20,Which is more important?  #IndiaWithDhoni   #DhoniKeepsTheGlove https://t.co/Iib4R9P0qn,NOT
4251,hasoc_en_4252,#DoctorsFightBack   #DoctorsProtest     NOW THE  BLOOD  IS  ON  DOCTOR'S  HAND https://t.co/u4nwVzc8Cw,HOF
4601,hasoc_en_4602,Happy #JohnMcCainDay everyone!! I will spending it remembering a true hero. #JohnMcCainDayJune14 #ImpeachmentInquiryNow #TrumpIsATraitor #TrumpsAnInternationalDisgrace #TrumpCriminalInvestigations https://t.co/I6vBvZBaQs,HOF
2285,hasoc_en_2286,#DoctorsFightBack Mamata vs Docs Latest Updates: Dharna Didi gets taste of her own medicine @AIIMSRDA hand out 48-hour ultimatum     https://t.co/nadDfG4PiX,NOT
2104,hasoc_en_2105,#ShameOnICC #CWC2019 #WorldCup2019 @ICC @ECB_cricket .. New World Cup Logo ✌🏻 https://t.co/PmWBct8Ffs,NOT
1646,hasoc_en_1647,Shining Diva Italian Designer Non Precious Metal Jewellery Set @ Rs.398    https://t.co/yYoRiEnR4c    More: https://t.co/7ZfoIvw94u    https://t.co/yYoRiEnR4c    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll,NOT
23,hasoc_en_24,#ShameOnICC  1. ICC on Dhoni's gloves                    Vs  2.ICC planning the World Cup https://t.co/4kO3zKt7ln,HOF
4317,hasoc_en_4318,Getting out of work in Times Square be like.  #fucktrump #ineedweed https://t.co/FFNubq77jY,HOF
253,hasoc_en_254,The new world cup trophy.   #ShameOnICC . https://t.co/e1dly8r8En,NOT
2508,hasoc_en_2509,Top 2020 Dems best Trump in hypothetical matchups in new poll #Resist #ResistTrump #FuckTrump https://t.co/oL5j8ZCZxN,NOT
5632,hasoc_en_5633,So.... when it happens to @realDonaldTrump its a disgracefull spy-affair. But when it happens to his oponents is oppo-research.... riiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiight.  https://t.co/aI8f02DONy    #ImpeachTrump #MAGA #ImpeachTheMFTraitor #FUCKTRUMP,HOF
1495,hasoc_en_1496,Today's World Trending #ShameOnICC  😜    #ICCWorldCup2019 #ICCWorldCup #INDvNZ https://t.co/JWgLyobHNi,NOT
5829,hasoc_en_5830,"You know, I really want to tweet something negative to #OJSimpson but I won't because I know that's what he wants us to do. #IGNOREHIM #murderer #monster",HOF
5043,hasoc_en_5044,@TheRealOJ32 Thanks for the warning. I will be blocking you right after this tweet.    #Murderer,HOF
3010,hasoc_en_3011,Racists? Yes. Shocked? No. Yes it leaves me cold but under the Trump regime nothing shocks or surprises me anymore. I truly with my entire being wish it did.   #TrumpIsNotAboveTheLaw #TrumpIsATraitor #CBPRacistAgents 🤬 https://t.co/vLWryl84xx,HOF
1596,hasoc_en_1597,But it's not being risk averse that keeps #Johnson away from scrutiny is it? It's a belief that he should be  beyond accountability. He is road testing autocracy. #BorisJohnsonShouldNotBePM https://t.co/Gf9PFy4dJJ,NOT
772,hasoc_en_773,Rationalizing #treason    #IdiotOrange™ #TrumpIsaTraitor #IMPEACH45    https://t.co/HCqoxdTzvv  https://t.co/YmHIVE86R8  https://t.co/QTsVuBHVgY  https://t.co/GXlNPdFHNO    @realDonaldTrump @VP @PressSec @SenateMajLdr @SenJeffMerkley @ChuckSchumer @SpeakerPelosi https://t.co/cusdGaUIru,NOT
3909,hasoc_en_3910,@44mmvvpp @harrisbw49 Gas Station Toilet 45/40  and why isn't #FuckTrump the top trend everyday.,NOT
2761,hasoc_en_2762,Trump is a #liar  #beggarman   #grifter   #thief  #FuckTrump  #VOTE https://t.co/HH9VYMWFTj,HOF
1526,hasoc_en_1527,I request all Muslim friends to keep the money in bank here onwards if your not feeling like taking interest from that please contribute same to poor people or disabled people.. Dont get cheated by the name of religion #IMAJewels #Imafraud #Imascam @MuslimAdvocates @muslimvoices,NOT
2415,hasoc_en_2416,"#CongGandiNaaliInsult #GandiNaaliAbuse May be that guy, doesn't know Hindi, most thought, they heard him say GandHi Naali !",HOF
5755,hasoc_en_5756,@ianbremmer The mere sound of his voice disgusts me .....  I'm triggered.    I sent him this and told him to make it his page header as a tribute to the lives that he took.   #Murderer https://t.co/R2SeKG1zZn,NOT
5580,hasoc_en_5581,Back-stabbing son of a bitch. #TrumpIsATraitor https://t.co/TQKOs07dPH,HOF
221,hasoc_en_222,"BCCI should recall team India back from ICC CWC, next day hi ICC would allow to play in army uniform #DhoniKeepsTheGlove",NOT
3483,hasoc_en_3484,@thehill But he didn't. #TrumpsWorseThanNixon #TrumpIsATraitor,NOT
3737,hasoc_en_3738,Alabama woman claims court is letting her #rapist uncle see their kids https://t.co/2o7hidetvy via @MailOnline,NOT
2893,hasoc_en_2894,@realDonaldTrump Trump literally begging Iran to come to table b/c military isnt backing him - he is lying to Amer ppl again. No allies backing trump Not only has Xi on his side for tarrifs but Iran too  Stupid to think going to happen &  will give trump biggest loss of his life,HOF
5018,hasoc_en_5019,"@rjaviervasquez Forget sending his traitorous ass to Iraq, send his sorry ass to Compton or Oak St in Htown without his security detail then let him talk about PTSD    He's good at talking out his ass, he doesn't have a clue about combat or PTSD survivors    #fucktrump https://t.co/yB9hOBrdnK",HOF
1024,hasoc_en_1025,"@Newsweek Uh.  No.  #FuckTrump  He thought he'd make it big, he had no intention of losing any money and if he has, it was because he exposed himself as the conman most of us knew he is. These two assholes are either conned or are conmen themselves.",HOF
855,hasoc_en_856,@dianenodwell @realDonaldTrump He made it 'ok' to be a nazi. #FuckTrump. Hope he spends his next birthday (and all the ones after that) in prison.,NOT
5783,hasoc_en_5784,"@thehill @PressSec will go down in history as the LIAR who tried to gaslight America, shared a doctored #FakeNews video, and so much more, all in service of a #corruptAF @POTUS. @michelleisawolf hit the nail on the head, 'maybe she's born with it, maybe it's lies.' #ByeFelicia #FUCKTRUMP https://t.co/HCZrhkWhLQ",HOF
770,hasoc_en_771,I can see why Republicans have turned for The President. This is it. He has compromised their integrity with dirt on THEM. He has associated them directly by saying Members of Congress take info from foreign countries too. #FuckTrump #ProudAmerican #PutinsPresident,NOT
184,hasoc_en_185,#stopboris #BorisJohnsonShouldNotBePM   #borisdoesnotrepresentme   #C4Debate   @chessmartinez     What an inspirational woman you are Francesca...    https://t.co/Dc592xcidO,NOT
402,hasoc_en_403,@CNN Disgusting! And they don’t change their culture or come up with vetting system or preventative ways to stop this from occurring. This will continue to happen. The Catholic Church needs to go! #rapist #ChildTrafficking #CatholicChurch #CatholicTwitter,HOF
972,hasoc_en_973,#IdiotTrump’s #federalbudget deficit skyrocketed to $207.8 billion in the month of May - https://t.co/RqeiQ5PCld #MAGA #TrumpsWorseThanNixon,NOT
2851,hasoc_en_2852,Congress will never learn. If the commander is like that what expect from the soldiers #GandiNaaliAbuse  rahul gandhi is destroying parliament dignity.,HOF
3612,hasoc_en_3613,@RossThomson_MP Yep. Take on the Nation of Scotland on Twitter. Great Idea. Not. #indyref2 #BorisJohnsonShouldNotBePM,NOT
2429,hasoc_en_2430,How the fuck does Boris keep finding women to sleep with him ? He looks like a preschooler drew a rapists face on a chunk of uncooked sausage meat #BorisJohnson #BorisJohnsonShouldNotBePM pic.twitter.com/16e9rypbWN,HOF
1619,hasoc_en_1620,Survival kit for next 5 years in India😁😁 @narendramodi @BJP4India  #3YearsofChange #RahulGandhi #ShameOnICC #TrollSangh https://t.co/dbY7lTtqbP,NOT
5165,hasoc_en_5166,Are you fucking NUTS!!!!! #dickhead https://t.co/yhVD75MobL,HOF
474,hasoc_en_475,@RVCJ_FB #INDPAKVSRAIN @ICC  @cricketworldcup   #CWC19   #ShameOnICC     ''This is not India vs Pakistan  This is IND-PAK VS RAIN,NOT
421,hasoc_en_422,@Comey I am crushed that no one is calling attention to the lie that @hogangidley45 told about #JamesComey being a convict!!!  See the short clip to confirm that #Trump Administration is lying.  #TrumpIsATraitor #TrumpResign #TrumpTantrum #WhiteHouse https://t.co/BNpZLCBQpE,HOF
5300,hasoc_en_5301,#ShameOnICC what the f is this if India pak match rained how much loss to icc,NOT
1229,hasoc_en_1230,Pakistani players offered Namaz many times on ground then never get objection from ICC..  But MS Dhoni can't wear army insignia Gloves ??   #DhoniKeepsTheGlove,NOT
3559,hasoc_en_3560,"@realDonaldTrump Yeah, those hamberder’s won’t eat themselves and that TV won’t watch itself.    #LockTrumpUp  #ImpeachmentInquiryNow   #ImpeachTrump   #ImpeachBarr   #ImpeachMnuchin  #TrumpIsATraitor",NOT
2098,hasoc_en_2099,Carragher has just compared TAA to beckham what ! Worlds apart you clown ! #dickhead,NOT
2717,hasoc_en_2718,Is God a Tory? Waiting to be anointed.   #BorisJohnsonShouldNotBePM https://t.co/UNtLLR2PBy,HOF
1552,hasoc_en_1553,I genuinely can’t believe Nazanin still hasn’t been released. Even more unbelievable is that Boris Johnson could be our next PM. Our Government should hang their heads in shame. #FreeNazanin #BorisJohnsonShouldNotBePM https://t.co/T6aXIv8M14,HOF
